iter	RMSE
519	1886940.628
520	1886330.836
521	1886225.592
522	1885485.957
523	1884837.839
524	1884307.82
525	1883199.899
526	1883141.802
527	1882585.972
528	1882347.712
529	1881640.408
530	1881486.407
531	1880298.547
532	1879462.502
533	1878550.33
534	1877673.981
535	1876616.286
536	1875595.65
537	1875570.449
538	1874275.55
539	1873698.194
540	1872838.988
541	1871736.64
542	1871053.336
543	1870800.219
544	1869962.775
545	1869246.674
546	1868941.716
547	1868255.876
548	1868006.875
549	1867292.531
550	1866374.856
551	1865685.536
552	1864910.597
553	1864066.308
554	1863513.087
555	1863042.278
556	1862525.54
557	1861959.749
558	1861551.851
559	1860710.001
560	1860285.855
561	1859305.07
562	1858677.993
563	1858072.322
564	1857349.605
565	1856511.527
566	1856066.674
567	1855238.241
568	1854781.29
569	1853963.787
570	1853220.013
571	1852694.76
572	1852148.121
573	1851878.488
574	1851131.19
575	1850533.882
576	1849800.17
577	1848698.715
578	1848342.57
579	1847735.748
580	1847222.42
581	1846657.796
582	1846247.509
583	1845975.44
584	1845416.992
585	1844667.698
586	1843682.936
587	1843423.885
588	1842832.907
589	1842038.212
590	1841345.638
591	1840688.287
592	1839997.869
593	1839171.537
594	1838724.735
595	1838124.502
596	1837413.664
597	1836722.835
598	1835868.061
599	1835534.345
600	1834858.092
601	1834614.636
602	1834593.453
603	1833845.599
604	1833668.286
605	1833223.984
606	1832853.862
607	1832328.69
608	1831981.975
609	1831549.061
610	1831161.975
611	1830137.1
612	1830043.145
613	1829022.736
614	1828724.765
615	1827564.15
616	1826800.943
617	1826333.599
618	1825705.627
619	1825174.314
620	1824434.207
621	1823437.665
622	1822806.678
623	1822075.275
624	1821526.604
625	1820736.234
626	1819500.865
627	1818562.701
628	1818120.867
629	1817739.32
630	1816983.822
631	1815856.069
632	1815319.343
633	1815188.644
634	1814663.031
635	1813955.868
636	1813012.04
637	1812359.793
638	1811615.64
639	1811236.61
640	1810727.807
641	1810260.16
642	1809506.966
643	1809024.032
644	1808439.989
645	1807536.698
646	1806891.129
647	1806779.66
648	1806392.169
649	1805427.972
650	1804829.137
651	1804412.66
652	1804003.012
653	1803594.472
654	1803147.056
655	1802293.226
656	1801735.07
657	1801116.586
658	1800441.709
659	1799685.628
660	1799426.001
661	1798793.254
662	1798265.951
663	1797397.224
664	1796678.029
665	1796054.91
666	1795418.455
667	1794848.925
668	1794110.209
669	1793339.738
670	1792398.698
671	1791426.02
672	1790771.944
673	1789930.258
674	1789362.491
675	1788652.287
676	1788606.764
677	1788278.149
678	1787939.075
679	1787342.521
680	1787009.977
681	1786505.007
682	1785700.628
683	1785369.701
684	1784510.668
685	1784104.894
686	1783567.854
687	1783261.812
688	1783102.701
689	1782568.746
690	1781824.921
691	1781368.691
692	1780823.574
693	1780358.462
694	1779735.908
695	1779005.07
696	1778374.267
697	1777703.524
698	1776943.088
699	1776389.801
700	1775902.073
701	1775486.744
702	1774931.19
703	1774605.286
704	1774097.345
705	1773490.399
706	1772921.419
707	1772119.19
708	1771480.845
709	1771035.574
710	1770733.471
711	1770193.924
712	1769375.04
713	1768860.613
714	1768556.209
715	1768047.426
716	1767447.227
717	1766543.359
718	1765629.891
719	1765042.476
720	1764492.68
721	1763954.049
722	1763679.863
723	1763011.483
724	1762750.931
725	1761868.02
726	1761309.546
727	1760715.503
728	1760296.872
729	1759820.086
730	1759269.845
731	1758906.376
732	1758244.119
733	1757808.174
734	1757274.149
735	1756564.674
736	1756094.481
737	1755663.799
738	1754708.385
739	1754122.75
740	1753546.091
741	1752925.856
742	1752475.591
743	1752427.436
744	1752134.385
745	1751630.567
746	1750693.749
747	1750343.436
748	1750040.087
749	1749439.343
750	1749056.799
751	1748328.488
752	1747504.536
753	1746868.346
754	1746467.354
755	1745592.665
756	1745158.338
757	1744454.351
758	1743899.078
759	1743323.564
760	1743029.209
761	1743012.757
762	1742583.267
763	1742144.259
764	1741240.753
765	1740638.323
766	1740018.584
767	1739612.343
768	1739027.28
769	1738490.612
770	1737768.663
771	1737077.939
772	1736685.283
773	1736160.451
774	1735547.004
775	1735187.658
776	1734587.943
777	1734268.873
778	1733453.496
779	1733206.148
780	1732730.887
781	1732209.979
782	1731576.284
783	1730415.795
784	1729280.851
785	1729025.341
786	1728956.684
787	1728579.744
788	1728060.276
789	1727536.626
790	1727017.603
791	1726476.69
792	1726438.809
793	1726403.5
794	1726060.106
795	1725775.133
796	1725318.429
797	1724328.485
798	1723695.899
799	1723091.424
800	1723029.219
801	1722889.654
802	1722156.059
803	1721325.711
804	1720636.086
805	1719714.47
806	1719025.138
807	1718470.631
808	1717827.517
809	1716877.858
810	1716346.689
811	1715570.361
812	1715230.738
813	1714784.325
814	1714242.115
815	1713406.259
816	1712774.969
817	1712191.909
818	1711751.679
819	1711067.512
820	1710325.666
821	1710312.96
822	1709791.494
823	1709245.603
824	1708760.154
825	1708498.397
826	1707991.242
827	1707228.223
828	1707187.896
829	1706696.606
830	1706163.342
831	1705970.355
832	1705046.475
833	1704571.882
834	1703671.055
835	1703184.98
836	1702561.153
837	1702227.399
838	1701649.808
839	1701379.521
840	1700751.616
841	1700348.259
842	1699704.957
843	1699227.355
844	1698891.39
845	1698408.828
846	1697893.717
847	1697294.604
848	1696616.789
849	1696386.523
850	1695886.732
851	1695082.021
852	1694360.893
853	1693691.519
854	1692837.377
855	1692474.411
856	1691786.457
857	1691510.968
858	1690949.974
859	1690165.924
860	1689508.202
861	1688995.4
862	1688224.764
863	1687575.191
864	1687188.336
865	1686618.657
866	1685960.3
867	1685815.118
868	1685380.778
869	1684913.733
870	1684473.591
871	1684106.544
872	1683675.078
873	1683086.488
874	1682825.78
875	1682480.717
876	1681914.233
877	1681377.268
878	1680869.332
879	1680201.977
880	1679450.284
881	1679231.473
882	1678567.187
883	1677834.362
884	1677365.202
885	1676921.854
886	1676749.992
887	1676235.287
888	1675627.37
889	1675166.566
890	1674701.828
891	1674029.86
892	1673732.408
893	1673366.639
894	1672853.025
895	1672397.446
896	1671905.299
897	1671698.518
898	1671447.12
899	1670645.581
900	1670133.381
901	1669507.36
902	1669037.032
903	1668530.305
904	1667996.119
905	1667375.969
906	1666793.758
907	1666185.783
908	1665726.944
909	1665109.124
910	1664505.382
911	1663839.068
912	1663393.834
913	1662966.949
914	1662358.799
915	1662224.929
916	1661815.214
917	1661194.031
918	1660897.164
919	1660580.618
920	1660158.904
921	1659494.223
922	1659060.186
923	1658801.462
924	1658393.598
925	1658217.853
926	1657865.032
927	1657689.587
928	1657283.296
929	1656795.107
930	1656198.045
931	1655373.858
932	1654519.931
933	1653584.218
934	1652878.251
935	1652529.122
936	1652172.948
937	1651693.575
938	1651180.739
939	1650785.264
940	1650161.211
941	1649625.371
942	1649541.936
943	1648869.32
944	1648213.812
945	1647656.601
946	1647093.848
947	1646325.884
948	1646177.608
949	1645555.383
950	1645160.883
951	1644646.887
952	1644074.777
953	1643711.488
954	1643263.688
955	1642748.812
956	1642241.812
957	1641714.326
958	1641212.239
959	1641199.331
960	1640907.63
961	1640556.763
962	1639755.004
963	1639203.204
964	1638774.165
965	1638438.269
966	1637756.84
967	1637264.432
968	1636631.696
969	1636193.58
970	1635789.878
971	1635024.907
972	1634584.929
973	1633770.853
974	1633415.345
975	1632838.128
976	1632261.775
977	1631753.605
978	1631337.73
979	1630886.777
980	1630199.995
981	1629598.291
982	1629369.224
983	1628928.731
984	1628609.321
985	1628127.836
986	1627680.377
987	1627565.868
988	1627210.287
989	1627143.144
990	1626852.509
991	1626224.211
992	1625846.137
993	1625334.607
994	1625155.334
995	1624537.938
996	1623732.684
997	1623138.162
998	1622803.334
999	1622190.113
