iter	Passed	Remaining
500	28090	27978
501	28142	27918
502	28199	27863
503	28256	27807
504	28320	27759
505	28373	27701
506	28430	27645
507	28482	27584
508	28540	27531
509	28596	27474
510	28651	27418
511	28706	27361
512	28766	27308
513	28832	27262
514	28886	27203
515	28941	27146
516	28995	27088
517	29052	27032
518	29104	26973
519	29157	26914
520	29211	26856
521	29266	26799
522	29320	26741
523	29372	26682
524	29429	26626
525	29476	26562
526	29528	26502
527	29585	26447
528	29638	26389
529	29694	26332
530	29750	26276
531	29809	26223
532	29875	26176
533	29931	26120
534	29987	26063
535	30041	26006
536	30098	25950
537	30152	25893
538	30207	25835
539	30258	25775
540	30312	25718
541	30364	25658
542	30417	25600
543	30472	25543
544	30529	25487
545	30587	25433
546	30642	25376
547	30695	25317
548	30746	25258
549	30801	25201
550	30867	25153
551	30948	25117
552	31006	25063
553	31066	25009
554	31118	24951
555	31170	24891
556	31225	24834
557	31277	24775
558	31331	24717
559	31385	24660
560	31441	24604
561	31497	24547
562	31555	24493
563	31611	24437
564	31666	24380
565	31720	24322
566	31776	24266
567	31830	24209
568	31899	24162
569	31966	24115
570	32029	24064
571	32084	24007
572	32138	23949
573	32194	23893
574	32247	23834
575	32303	23778
576	32358	23722
577	32413	23665
578	32471	23610
579	32526	23554
580	32583	23498
581	32642	23444
582	32696	23386
583	32749	23328
584	32802	23269
585	32859	23214
586	32913	23157
587	32967	23099
588	33039	23054
589	33107	23007
590	33161	22949
591	33214	22891
592	33269	22834
593	33325	22778
594	33380	22721
595	33435	22664
596	33492	22608
597	33548	22552
598	33606	22497
599	33661	22440
600	33724	22389
601	33781	22333
602	33839	22278
603	33892	22221
604	33959	22172
605	34019	22118
606	34075	22061
607	34143	22013
608	34211	21964
609	34268	21909
610	34323	21852
611	34379	21795
612	34430	21736
613	34483	21678
614	34538	21621
615	34596	21566
616	34657	21513
617	34710	21455
618	34764	21397
619	34822	21342
620	34879	21287
621	34931	21228
622	34984	21170
623	35042	21115
624	35098	21059
625	35155	21003
626	35227	20956
627	35297	20908
628	35350	20850
629	35402	20791
630	35460	20736
631	35517	20680
632	35570	20623
633	35621	20563
634	35678	20508
635	35735	20452
636	35792	20396
637	35847	20339
638	35903	20283
639	35957	20226
640	36014	20170
641	36070	20113
642	36121	20055
643	36178	19999
644	36235	19943
645	36304	19894
646	36375	19846
647	36445	19797
648	36509	19745
649	36568	19690
650	36667	19657
651	36723	19600
652	36778	19543
653	36834	19487
654	36888	19429
655	36945	19373
656	36998	19315
657	37052	19258
658	37107	19201
659	37161	19143
660	37215	19086
661	37270	19029
662	37322	18970
663	37376	18913
664	37436	18859
665	37506	18809
666	37563	18753
667	37619	18697
668	37678	18642
669	37737	18586
670	37792	18530
671	37849	18473
672	37899	18414
673	37957	18359
674	38016	18304
675	38069	18246
676	38125	18189
677	38177	18131
678	38232	18074
679	38289	18018
680	38358	17968
681	38410	17909
682	38463	17851
683	38526	17798
684	38591	17746
685	38648	17690
686	38702	17633
687	38760	17577
688	38817	17521
689	38871	17464
690	38926	17407
691	38980	17349
692	39037	17293
693	39091	17236
694	39148	17180
695	39212	17127
696	39269	17071
697	39323	17014
698	39378	16957
699	39433	16900
700	39489	16843
701	39542	16785
702	39602	16730
703	39698	16691
704	39756	16635
705	39811	16578
706	39874	16524
707	39927	16467
708	39996	16415
709	40052	16359
710	40113	16304
711	40164	16246
712	40219	16189
713	40277	16133
714	40333	16076
715	40390	16020
716	40445	15963
717	40496	15905
718	40551	15848
719	40601	15789
720	40658	15733
721	40722	15679
722	40801	15632
723	40859	15576
724	40918	15520
725	40972	15463
726	41028	15406
727	41082	15349
728	41134	15291
729	41181	15231
730	41245	15177
731	41299	15120
732	41354	15063
733	41408	15006
734	41463	14949
735	41519	14893
736	41574	14835
737	41641	14783
738	41696	14726
739	41751	14669
740	41818	14616
741	41881	14562
742	41944	14508
743	42000	14451
744	42053	14394
745	42109	14337
746	42163	14280
747	42217	14222
748	42270	14165
749	42325	14108
750	42385	14053
751	42443	13997
752	42499	13940
753	42553	13883
754	42604	13825
755	42663	13769
756	42717	13712
757	42773	13655
758	42829	13599
759	42887	13543
760	42969	13495
761	43023	13437
762	43078	13380
763	43133	13324
764	43189	13267
765	43242	13209
766	43298	13153
767	43353	13096
768	43405	13038
769	43462	12982
770	43520	12926
771	43573	12868
772	43629	12812
773	43686	12756
774	43738	12698
775	43798	12642
776	43851	12585
777	43907	12528
778	43974	12475
779	44039	12421
780	44091	12363
781	44160	12310
782	44214	12253
783	44270	12196
784	44321	12139
785	44377	12082
786	44433	12025
787	44489	11969
788	44544	11912
789	44597	11855
790	44653	11798
791	44712	11742
792	44769	11686
793	44828	11630
794	44884	11573
795	44936	11516
796	44990	11459
797	45065	11407
798	45149	11357
799	45206	11301
800	45261	11244
801	45313	11187
802	45369	11130
803	45427	11074
804	45484	11017
805	45538	10960
806	45587	10902
807	45644	10846
808	45700	10789
809	45755	10732
810	45812	10676
811	45867	10619
812	45921	10562
813	45975	10505
814	46030	10448
815	46085	10391
816	46148	10336
817	46212	10281
818	46267	10225
819	46325	10169
820	46381	10112
821	46436	10055
822	46491	9998
823	46544	9941
824	46598	9884
825	46653	9827
826	46709	9771
827	46764	9714
828	46819	9657
829	46875	9600
830	46929	9544
831	46986	9487
832	47042	9431
833	47097	9374
834	47157	9318
835	47231	9265
836	47295	9210
837	47354	9154
838	47406	9097
839	47457	9039
840	47514	8983
841	47569	8926
842	47627	8870
843	47686	8814
844	47745	8757
845	47797	8700
846	47856	8644
847	47912	8588
848	47965	8530
849	48024	8474
850	48078	8418
851	48132	8360
852	48183	8303
853	48236	8246
854	48300	8191
855	48367	8136
856	48430	8081
857	48486	8024
858	48541	7967
859	48613	7913
860	48667	7856
861	48720	7799
862	48774	7742
863	48831	7686
864	48885	7629
865	48942	7573
866	48994	7515
867	49051	7459
868	49104	7402
869	49160	7345
870	49218	7289
871	49271	7232
872	49327	7175
873	49386	7119
874	49449	7064
875	49501	7007
876	49556	6950
877	49610	6893
878	49664	6836
879	49718	6779
880	49773	6723
881	49827	6666
882	49884	6609
883	49945	6553
884	50002	6497
885	50056	6440
886	50112	6384
887	50167	6327
888	50219	6270
889	50274	6213
890	50329	6157
891	50387	6100
892	50458	6046
893	50532	5991
894	50588	5934
895	50644	5878
896	50699	5821
897	50755	5765
898	50808	5708
899	50860	5651
900	50917	5594
901	50972	5538
902	51027	5481
903	51079	5424
904	51131	5367
905	51198	5312
906	51255	5255
907	51306	5198
908	51359	5141
909	51412	5084
910	51465	5027
911	51526	4971
912	51592	4916
913	51654	4860
914	51709	4803
915	51767	4747
916	51820	4690
917	51877	4633
918	51935	4577
919	51992	4521
920	52047	4464
921	52102	4407
922	52154	4350
923	52212	4294
924	52265	4237
925	52318	4180
926	52375	4124
927	52430	4067
928	52483	4011
929	52534	3954
930	52601	3898
931	52665	3842
932	52721	3786
933	52774	3729
934	52829	3672
935	52884	3616
936	52938	3559
937	52992	3502
938	53046	3446
939	53100	3389
940	53153	3332
941	53209	3276
942	53263	3219
943	53320	3163
944	53376	3106
945	53428	3049
946	53484	2993
947	53542	2936
948	53595	2880
949	53660	2824
950	53722	2768
951	53774	2711
952	53829	2654
953	53884	2598
954	53937	2541
955	53993	2485
956	54044	2428
957	54101	2371
958	54157	2315
959	54211	2258
960	54265	2202
961	54321	2145
962	54377	2089
963	54430	2032
964	54485	1976
965	54538	1919
966	54592	1863
967	54648	1806
968	54728	1750
969	54789	1694
970	54841	1637
971	54894	1581
972	54950	1524
973	55005	1468
974	55057	1411
975	55108	1355
976	55161	1298
977	55213	1242
978	55265	1185
979	55321	1129
980	55382	1072
981	55435	1016
982	55491	959
983	55546	903
984	55604	846
985	55666	790
986	55725	733
987	55804	677
988	55882	621
989	55936	565
990	55992	508
991	56048	452
992	56103	395
993	56156	338
994	56210	282
995	56267	225
996	56325	169
997	56381	112
998	56436	56
999	56491	0
