iter	Passed	Remaining
130	12863	115967
131	12957	115834
132	13051	115697
133	13140	115521
134	13232	115370
135	13336	115325
136	13462	115461
137	13559	115355
138	13653	115222
139	13748	115098
140	13844	114973
141	13932	114796
142	14027	114674
143	14123	114554
144	14215	114406
145	14306	114253
146	14399	114115
147	14493	113992
148	14582	113819
149	14671	113657
150	14773	113589
151	14915	113825
152	15005	113666
153	15093	113495
154	15188	113372
155	15278	113214
156	15368	113063
157	15458	112903
158	15551	112775
159	15642	112624
160	15735	112497
161	15828	112360
162	15919	112221
163	16010	112070
164	16101	111931
165	16205	111874
166	16327	111947
167	16422	111828
168	16514	111692
169	16609	111577
170	16700	111434
171	16791	111293
172	16881	111146
173	16976	111032
174	17067	110890
175	17160	110762
176	17251	110621
177	17342	110486
178	17435	110358
179	17529	110243
180	17627	110148
181	17752	110222
182	17845	110097
183	17940	109982
184	18033	109855
185	18123	109712
186	18218	109605
187	18306	109450
188	18397	109313
189	18489	109183
190	18579	109043
191	18669	108904
192	18761	108775
193	18853	108653
194	18945	108522
195	19051	108477
196	19176	108537
197	19266	108400
198	19355	108253
199	19452	108154
200	19547	108046
201	19640	107925
202	19736	107823
203	19832	107719
204	19926	107604
205	20020	107491
206	20109	107349
207	20200	107217
208	20295	107107
209	20390	107001
210	20493	106937
211	20609	106936
212	20701	106813
213	20798	106713
214	20892	106601
215	20985	106479
216	21078	106364
217	21169	106235
218	21262	106119
219	21354	105993
220	21447	105878
221	21541	105768
222	21631	105633
223	21722	105510
224	21818	105408
225	21915	105311
226	22038	105340
227	22144	105281
228	22241	105185
229	22331	105056
230	22424	104936
231	22516	104818
232	22607	104693
233	22702	104585
234	22798	104486
235	22890	104366
236	22984	104252
237	23078	104144
238	23172	104034
239	23263	103911
240	23364	103830
241	23494	103880
242	23584	103753
243	23676	103634
244	23768	103512
245	23860	103397
246	23953	103281
247	24048	103173
248	24139	103053
249	24233	102945
250	24326	102830
251	24420	102721
252	24513	102609
253	24605	102490
254	24698	102378
255	24791	102264
256	24915	102280
257	25008	102168
258	25099	102044
259	25191	101928
260	25284	101816
261	25373	101686
262	25465	101571
263	25560	101468
264	25650	101342
265	25745	101240
266	25834	101113
267	25927	101001
268	26021	100895
269	26113	100778
270	26214	100697
271	26336	100699
272	26425	100570
273	26513	100442
274	26603	100318
275	26694	100201
276	26784	100078
277	26879	99975
278	26969	99856
279	27060	99738
280	27151	99618
281	27242	99503
282	27332	99381
283	27423	99264
284	27518	99161
285	27622	99093
286	27743	99083
287	27844	99003
288	27940	98902
289	28036	98804
290	28130	98697
291	28223	98587
292	28318	98486
293	28408	98368
294	28503	98266
295	28597	98158
296	28686	98036
297	28778	97923
298	28875	97830
299	28970	97726
300	29063	97620
301	29179	97587
302	29270	97472
303	29367	97375
304	29461	97270
305	29555	97166
306	29647	97053
307	29740	96945
308	29834	96841
309	29929	96739
310	30022	96632
311	30113	96517
312	30206	96408
313	30298	96298
314	30393	96197
315	30502	96142
316	30627	96134
317	30719	96023
318	30814	95919
319	30908	95816
320	30999	95701
321	31092	95595
322	31190	95503
323	31280	95387
324	31373	95278
325	31466	95172
326	31563	95076
327	31655	94966
328	31749	94862
329	31844	94760
330	31936	94652
331	32053	94616
332	32144	94503
333	32235	94389
334	32325	94275
335	32417	94165
336	32513	94066
337	32603	93952
338	32695	93842
339	32786	93729
340	32878	93621
341	32971	93515
342	33016	93272
343	33110	93171
344	33203	93064
345	33309	92997
346	33433	92977
347	33526	92872
348	33621	92771
349	33715	92669
350	33809	92566
351	33898	92450
352	33992	92347
353	34082	92235
354	34172	92122
355	34264	92013
356	34361	91918
357	34459	91828
358	34554	91729
359	34646	91620
360	34751	91548
361	34895	91576
362	34989	91473
363	35080	91364
364	35175	91264
365	35271	91167
366	35364	91062
367	35458	90959
368	35549	90849
369	35643	90746
370	35730	90626
371	35820	90514
372	35914	90411
373	36011	90318
374	36104	90212
375	36198	90109
376	36334	90114
377	36427	90009
378	36518	89898
379	36612	89797
380	36702	89684
381	36795	89581
382	36893	89488
383	36986	89383
384	37086	89295
385	37176	89186
386	37269	89080
387	37356	88963
388	37447	88853
389	37540	88748
390	37637	88654
391	37764	88631
392	37851	88512
393	37945	88411
394	38038	88306
395	38130	88200
396	38225	88100
397	38319	88001
398	38410	87892
399	38507	87797
400	38601	87695
401	38692	87586
402	38785	87483
403	38877	87377
404	38971	87277
405	39077	87201
406	39197	87157
407	39288	87050
408	39382	86948
409	39475	86845
410	39565	86736
411	39660	86637
412	39754	86536
413	39847	86432
414	39939	86326
415	40032	86223
416	40125	86120
417	40219	86019
418	40312	85916
419	40406	85815
420	40515	85747
421	40640	85711
422	40734	85608
423	40823	85499
424	40920	85402
425	41008	85289
426	41115	85216
427	41217	85131
428	41319	85046
429	41418	84956
430	41512	84855
431	41607	84755
432	41700	84652
433	41792	84548
434	41885	84445
435	41982	84350
436	42114	84325
437	42214	84235
438	42308	84134
439	42398	84026
440	42495	83931
441	42587	83825
442	42677	83717
443	42769	83613
444	42858	83502
445	42948	83392
446	43041	83291
447	43132	83183
448	43225	83081
449	43315	82973
450	43421	82895
451	43535	82833
452	43632	82738
453	43724	82633
454	43816	82530
455	43906	82421
456	43994	82308
457	44088	82208
458	44183	82109
459	44278	82011
460	44371	81908
461	44464	81806
462	44556	81703
463	44647	81596
464	44741	81497
465	44843	81410
466	44972	81374
467	45067	81275
468	45163	81178
469	45260	81083
470	45349	80974
471	45441	80870
472	45531	80763
473	45627	80666
474	45720	80564
475	45811	80459
476	45901	80351
477	45993	80247
478	46088	80149
479	46184	80053
480	46286	79966
481	46416	79929
482	46511	79830
483	46602	79724
484	46695	79623
485	46784	79513
486	46876	79410
487	46970	79310
488	47062	79207
489	47157	79108
490	47253	79012
491	47345	78908
492	47441	78811
493	47530	78703
494	47624	78605
495	47733	78528
496	47859	78481
497	47948	78374
498	48041	78271
499	48134	78169
500	48228	78069
501	48325	77974
502	48415	77868
503	48509	77769
504	48598	77660
505	48689	77557
506	48789	77467
507	48886	77372
508	48978	77269
509	49076	77175
510	49184	77097
511	49311	77048
512	49402	76944
513	49498	76847
514	49590	76745
515	49687	76649
516	49779	76546
517	49869	76441
518	49957	76331
519	50047	76226
520	50138	76121
521	50232	76022
522	50321	75915
523	50377	75757
524	50472	75660
525	50573	75571
526	50694	75511
527	50785	75409
528	50879	75309
529	50974	75212
530	51066	75109
531	51162	75012
532	51255	74911
533	51346	74808
534	51436	74703
535	51529	74602
536	51622	74501
537	51712	74397
538	51806	74297
539	51899	74196
540	52007	74117
541	52140	74074
542	52234	73974
543	52325	73871
544	52416	73768
545	52511	73669
546	52606	73572
547	52705	73480
548	52800	73382
549	52894	73283
550	52986	73180
551	53075	73075
552	53166	72971
553	53259	72871
554	53353	72772
555	53448	72674
556	53569	72612
557	53663	72512
558	53751	72405
559	53841	72301
560	53929	72194
561	54018	72088
562	54113	71991
563	54205	71889
564	54298	71789
565	54388	71684
566	54481	71585
567	54575	71486
568	54671	71390
569	54767	71293
570	54882	71222
571	55000	71154
572	55094	71055
573	55186	70953
574	55280	70854
575	55374	70756
576	55465	70653
577	55560	70555
578	55649	70450
579	55739	70346
580	55835	70251
581	55924	70145
582	56015	70043
583	56107	69941
584	56197	69838
585	56303	69755
586	56435	69703
587	56531	69607
588	56623	69505
589	56715	69404
590	56805	69300
591	56894	69195
592	56985	69094
593	57078	68993
594	57171	68894
595	57265	68796
596	57360	68698
597	57455	68600
598	57545	68497
599	57638	68397
600	57750	68320
601	57879	68263
602	57973	68164
603	58066	68064
604	58156	67961
605	58253	67865
606	58348	67768
607	58441	67669
608	58538	67573
609	58629	67472
610	58728	67379
611	58820	67278
612	58916	67181
613	59009	67082
614	59100	66980
615	59200	66889
616	59323	66822
617	59416	66723
618	59508	66622
619	59601	66522
620	59703	66433
621	59804	66342
622	59899	66244
623	59993	66146
624	60083	66043
625	60176	65944
626	60268	65843
627	60368	65751
628	60460	65651
629	60551	65548
630	60654	65460
631	60768	65384
632	60864	65287
633	60956	65186
634	61045	65083
635	61140	64986
636	61236	64889
637	61334	64794
638	61426	64695
639	61518	64594
640	61612	64496
641	61707	64398
642	61806	64306
643	61903	64210
644	61997	64111
645	62096	64018
646	62222	63953
647	62321	63860
648	62416	63762
649	62508	63662
650	62601	63563
651	62696	63466
652	62791	63367
653	62886	63270
654	63001	63193
655	63136	63136
656	63247	63055
657	63353	62967
658	63458	62880
659	63559	62789
660	63675	62712
661	63813	62657
662	63918	62568
663	64011	62469
664	64128	62392
665	64244	62315
666	64353	62231
667	64454	62138
668	64555	62047
669	64660	61958
670	64764	61869
671	64861	61773
672	64959	61677
673	65060	61585
674	65155	61487
675	65255	61394
676	65397	61340
677	65494	61243
678	65594	61150
679	65699	61062
680	65795	60964
681	65907	60882
682	66007	60789
683	66118	60705
684	66219	60612
685	66316	60515
686	66420	60426
687	66526	60338
688	66619	60238
689	66710	60136
690	66807	60039
691	66943	59978
692	67048	59888
693	67179	59822
694	67285	59734
695	67386	59641
696	67491	59551
697	67588	59454
698	67680	59353
699	67772	59252
700	67866	59153
701	67999	59087
702	68101	58995
703	68194	58895
704	68294	58800
705	68401	58713
706	68520	58634
707	68614	58535
708	68709	58436
709	68801	58336
710	68899	58240
711	68995	58142
712	69082	58036
713	69178	57939
714	69268	57836
715	69360	57735
716	69455	57637
717	69548	57537
718	69637	57433
719	69726	57330
720	69831	57240
721	69951	57162
722	70043	57061
723	70132	56958
724	70222	56855
725	70314	56754
726	70408	56656
727	70504	56558
728	70596	56457
729	70688	56357
730	70780	56256
731	70874	56157
732	70967	56057
733	71061	55958
734	71153	55857
735	71261	55769
736	71400	55705
737	71508	55617
738	71610	55524
739	71707	55428
740	71805	55332
741	71899	55233
742	71992	55133
743	72084	55032
744	72177	54932
745	72268	54830
746	72358	54729
747	72451	54629
748	72542	54528
749	72635	54428
750	72742	54338
751	72858	54256
752	72948	54154
753	73042	54055
754	73131	53952
755	73222	53851
756	73316	53752
757	73408	53652
758	73504	53554
759	73609	53463
760	73724	53380
761	73830	53289
762	73932	53196
763	74059	53121
764	74161	53027
765	74269	52938
766	74400	52865
767	74499	52770
768	74595	52672
769	74685	52571
770	74782	52473
771	74871	52371
772	74968	52274
773	75064	52176
774	75159	52077
775	75254	51979
776	75381	51903
777	75490	51814
778	75597	51724
779	75695	51628
780	75809	51542
781	75938	51467
782	76033	51368
783	76129	51270
784	76220	51169
785	76308	51066
786	76401	50966
787	76495	50867
788	76590	50769
789	76697	50678
790	76801	50586
791	76896	50487
792	77014	50404
793	77119	50312
794	77225	50220
795	77343	50137
796	77482	50067
797	77582	49971
798	77687	49879
799	77786	49783
800	77884	49686
801	77984	49590
802	78088	49498
803	78202	49411
804	78297	49313
805	78395	49215
806	78491	49117
807	78591	49022
808	78684	48922
809	78780	48824
810	78885	48732
811	79009	48651
812	79102	48551
813	79201	48454
814	79292	48353
815	79386	48254
816	79479	48154
817	79574	48056
818	79666	47955
819	79758	47855
820	79847	47752
821	79935	47650
822	80029	47550
823	80119	47449
824	80216	47352
825	80325	47261
826	80444	47177
827	80537	47077
828	80632	46978
829	80733	46883
830	80827	46784
831	80925	46687
832	81022	46590
833	81125	46496
834	81226	46401
835	81322	46303
836	81418	46205
837	81521	46111
838	81624	46016
839	81721	45919
840	81818	45822
841	81940	45738
842	82034	45639
843	82128	45540
844	82224	45442
845	82317	45342
846	82408	45242
847	82501	45142
848	82597	45044
849	82693	44946
850	82789	44848
851	82885	44750
852	82978	44650
853	83071	44551
854	83167	44453
855	83271	44359
856	83396	44276
857	83490	44177
858	83586	44080
859	83680	43981
860	83773	43881
861	83873	43785
862	83969	43687
863	84071	43592
864	84190	43506
865	84291	43410
866	84396	43317
867	84500	43223
868	84609	43132
869	84727	43045
870	84853	42962
871	84994	42886
872	85095	42791
873	85193	42694
874	85310	42606
875	85491	42550
876	85616	42466
877	85716	42370
878	85833	42282
879	85952	42195
880	86082	42112
881	86206	42028
882	86316	41936
883	86430	41846
884	86548	41758
885	86661	41668
886	86793	41586
887	86896	41491
888	87074	41431
889	87237	41364
890	87332	41264
891	87425	41164
892	87532	41070
893	87636	40975
894	87735	40877
895	87829	40778
896	87928	40680
897	88018	40578
898	88114	40479
899	88212	40381
900	88319	40287
901	88446	40203
902	88542	40104
903	88635	40003
904	88737	39907
905	88832	39807
906	88929	39709
907	89021	39608
908	89115	39509
909	89210	39409
910	89306	39310
911	89399	39210
912	89489	39108
913	89584	39009
914	89675	38908
915	89786	38815
916	89912	38730
917	90003	38629
918	90096	38528
919	90189	38428
920	90284	38329
921	90379	38229
922	90471	38129
923	90577	38034
924	90675	37936
925	90794	37847
926	90888	37747
927	90985	37649
928	91080	37549
929	91179	37452
930	91289	37359
931	91425	37276
932	91527	37180
933	91626	37082
934	91734	36987
935	91826	36887
936	91924	36789
937	92033	36695
938	92131	36597
939	92228	36498
940	92323	36399
941	92421	36301
942	92521	36203
943	92620	36106
944	92713	36006
945	92829	35914
946	92980	35837
947	93075	35737
948	93174	35640
949	93269	35540
950	93362	35440
951	93458	35341
952	93557	35243
953	93653	35144
954	93751	35046
955	93857	34951
956	93957	34853
957	94058	34756
958	94154	34657
959	94282	34570
960	94410	34482
961	94531	34393
962	94625	34293
963	94720	34193
964	94824	34097
965	94918	33997
966	95012	33897
967	95106	33798
968	95198	33697
969	95294	33598
970	95386	33498
971	95482	33399
972	95580	33300
973	95674	33201
974	95773	33103
975	95895	33013
976	96023	32924
977	96116	32825
978	96214	32726
979	96317	32630
980	96414	32531
981	96510	32432
982	96606	32333
983	96702	32234
984	96798	32134
985	96896	32036
986	96994	31938
987	97093	31840
988	97191	31742
989	97286	31642
990	97391	31546
991	97513	31456
992	97608	31356
993	97702	31256
994	97798	31158
995	97893	31058
996	97985	30958
997	98079	30858
998	98177	30760
999	98277	30662
1000	98377	30564
1001	98483	30468
1002	98599	30376
1003	98707	30280
1004	98823	30187
1005	98950	30098
1006	99099	30015
1007	99207	29919
1008	99317	29824
1009	99421	29727
1010	99531	29633
1011	99644	29539
1012	99764	29446
1013	99933	29368
1014	100054	29277
1015	100163	29181
1016	100271	29085
1017	100377	28989
1018	100490	28894
1019	100600	28799
1020	100716	28705
1021	100858	28619
1022	100965	28523
1023	101069	28425
1024	101171	28328
1025	101270	28229
1026	101374	28132
1027	101491	28038
1028	101591	27940
1029	101707	27846
1030	101819	27751
1031	101931	27655
1032	102034	27558
1033	102131	27458
1034	102228	27359
1035	102330	27261
1036	102460	27171
1037	102558	27072
1038	102656	26973
1039	102757	26874
1040	102859	26777
1041	102968	26680
1042	103073	26583
1043	103173	26485
1044	103266	26384
1045	103360	26284
1046	103458	26185
1047	103552	26085
1048	103644	25985
1049	103738	25885
1050	103839	25786
1051	103966	25695
1052	104067	25596
1053	104165	25497
1054	104262	25398
1055	104361	25299
1056	104458	25200
1057	104550	25100
1058	104645	25000
1059	104743	24901
1060	104839	24801
1061	104936	24702
1062	105034	24603
1063	105129	24503
1064	105223	24403
1065	105331	24307
1066	105458	24214
1067	105556	24115
1068	105652	24016
1069	105745	23916
1070	105839	23816
1071	105935	23716
1072	106027	23616
1073	106125	23517
1074	106219	23417
1075	106312	23317
1076	106408	23218
1077	106506	23119
1078	106602	23019
1079	106695	22919
1080	106804	22823
1081	106936	22731
1082	107035	22632
1083	107131	22533
1084	107226	22433
1085	107322	22334
1086	107415	22234
1087	107512	22134
1088	107607	22035
1089	107700	21935
1090	107795	21835
1091	107892	21736
1092	107989	21637
1093	108085	21538
1094	108177	21437
1095	108276	21339
1096	108409	21247
1097	108507	21148
1098	108603	21048
1099	108693	20948
1100	108788	20848
1101	108879	20748
1102	108975	20649
1103	109077	20550
1104	109170	20451
1105	109268	20351
1106	109359	20251
1107	109451	20151
1108	109544	20051
1109	109638	19952
1110	109752	19856
1111	109874	19761
1112	109969	19662
1113	110069	19563
1114	110163	19463
1115	110259	19364
1116	110358	19265
1117	110460	19167
1118	110555	19068
1119	110650	18968
1120	110745	18869
1121	110841	18769
1122	110935	18670
1123	111031	18571
1124	111127	18471
1125	111236	18374
1126	111364	18280
1127	111457	18180
1128	111553	18081
1129	111650	17982
1130	111744	17883
1131	111840	17783
1132	111934	17684
1133	112048	17587
1134	112143	17488
1135	112236	17388
1136	112332	17289
1137	112425	17189
1138	112518	17090
1139	112609	16990
1140	112711	16891
1141	112839	16797
1142	112942	16699
1143	113040	16600
1144	113135	16500
1145	113234	16402
1146	113325	16302
1147	113421	16203
1148	113517	16103
1149	113612	16004
1150	113704	15904
1151	113799	15805
1152	113894	15706
1153	113991	15607
1154	114090	15508
1155	114202	15411
1156	114330	15316
1157	114420	15216
1158	114515	15117
1159	114610	15017
1160	114705	14918
1161	114800	14819
1162	114895	14720
1163	114992	14620
1164	115090	14522
1165	115186	14422
1166	115280	14323
1167	115372	14224
1168	115463	14124
1169	115558	14025
1170	115659	13926
1171	115782	13830
1172	115881	13731
1173	115974	13632
1174	116066	13532
1175	116162	13433
1176	116260	13334
1177	116356	13235
1178	116449	13136
1179	116563	13039
1180	116680	12942
1181	116774	12843
1182	116866	12743
1183	116962	12644
1184	117059	12545
1185	117169	12447
1186	117289	12351
1187	117384	12252
1188	117482	12153
1189	117577	12054
1190	117668	11954
1191	117764	11855
1192	117857	11756
1193	117952	11656
1194	118044	11557
1195	118141	11458
1196	118235	11359
1197	118331	11260
1198	118428	11161
1199	118523	11062
1200	118626	10963
1201	118761	10868
1202	118856	10769
1203	118962	10671
1204	119062	10572
1205	119158	10473
1206	119252	10374
1207	119348	10274
1208	119446	10176
1209	119542	10077
1210	119636	9977
1211	119730	9878
1212	119825	9779
1213	119923	9680
1214	120019	9581
1215	120131	9484
1216	120257	9387
1217	120353	9288
1218	120456	9189
1219	120546	9090
1220	120639	8991
1221	120735	8892
1222	120835	8793
1223	120930	8694
1224	121025	8595
1225	121121	8496
1226	121220	8397
1227	121316	8298
1228	121413	8199
1229	121515	8101
1230	121621	8002
1231	121757	7906
1232	121852	7807
1233	121947	7708
1234	122042	7609
1235	122137	7510
1236	122234	7411
1237	122327	7311
1238	122419	7212
1239	122515	7113
1240	122608	7014
1241	122702	6915
1242	122800	6816
1243	122898	6717
1244	122995	6619
1245	123099	6520
1246	123220	6422
1247	123316	6323
1248	123408	6224
1249	123501	6125
1250	123599	6026
1251	123694	5927
1252	123790	5828
1253	123883	5729
1254	123974	5630
1255	124071	5531
1256	124170	5433
1257	124267	5334
1258	124360	5235
1259	124457	5136
1260	124570	5038
1261	124694	4940
1262	124793	4841
1263	124888	4742
1264	124979	4643
1265	125077	4544
1266	125170	4445
1267	125262	4346
1268	125359	4247
1269	125452	4148
1270	125548	4049
1271	125642	3951
1272	125737	3852
1273	125834	3753
1274	125930	3654
1275	126032	3555
1276	126150	3457
1277	126246	3358
1278	126343	3259
1279	126437	3160
1280	126531	3062
1281	126628	2963
1282	126723	2864
1283	126816	2765
1284	126909	2666
1285	127007	2567
1286	127100	2468
1287	127194	2370
1288	127291	2271
1289	127384	2172
1290	127480	2073
1291	127604	1975
1292	127700	1876
1293	127795	1777
1294	127888	1678
1295	127985	1580
1296	128079	1481
1297	128172	1382
1298	128271	1283
1299	128363	1184
1300	128460	1086
1301	128553	987
1302	128652	888
1303	128747	789
1304	128839	691
1305	128943	592
1306	129067	493
1307	129166	395
1308	129263	296
1309	129361	197
1310	129456	98
1311	129555	0
