iter	RMSE
372	0.4434192051
373	0.4434000208
374	0.4433083904
375	0.4432940976
376	0.4432323512
377	0.4431534177
378	0.4430478801
379	0.4430017277
380	0.4428675565
381	0.4427387635
382	0.4426052901
383	0.4424628181
384	0.4423845698
385	0.4422474029
386	0.4421298131
387	0.4419426051
388	0.441853133
389	0.4417169199
390	0.4415307653
391	0.4414039122
392	0.4412868754
393	0.4411242546
394	0.4410057595
395	0.4408304594
396	0.4406720876
397	0.4405240599
398	0.440375657
399	0.4402890987
400	0.4402331378
401	0.4401887954
402	0.440150349
403	0.4401194594
404	0.4400008237
405	0.4399305594
406	0.4398783772
407	0.4398314098
408	0.4397227439
409	0.4396551175
410	0.4395889549
411	0.4395526941
412	0.4393989118
413	0.4393383398
414	0.4391541227
415	0.4391435029
416	0.4390845731
417	0.4389150179
418	0.4387707463
419	0.4386757926
420	0.4385473072
421	0.4383996387
422	0.4382889235
423	0.4381421951
424	0.4380473982
425	0.437959147
426	0.4378378171
427	0.4377189677
428	0.4376488052
429	0.4374428836
430	0.4373325106
431	0.4371675083
432	0.4370786151
433	0.4369997949
434	0.4369121398
435	0.4367061797
436	0.4365136201
437	0.4363978626
438	0.4363892178
439	0.436320343
440	0.4362214247
441	0.4360913341
442	0.4359763139
443	0.4358569046
444	0.4357752228
445	0.4356972479
446	0.4355633082
447	0.4354590261
448	0.4353164412
449	0.4352179124
450	0.4351302358
451	0.4350058938
452	0.4348173321
453	0.4347109555
454	0.4346747168
455	0.4346618288
456	0.4345682141
457	0.4344715396
458	0.4343616288
459	0.4342057769
460	0.4341300322
461	0.4340214699
462	0.433798113
463	0.4336904052
464	0.4336473126
465	0.4334946047
466	0.4333631642
467	0.4332937906
468	0.4331200124
469	0.433061311
470	0.4329816476
471	0.4329075462
472	0.4327886992
473	0.4326744548
474	0.4325754029
475	0.4324255069
476	0.4323113691
477	0.4322232942
478	0.4320891107
479	0.4319517283
480	0.43189784
481	0.4318123014
482	0.431681192
483	0.4315898496
484	0.4314949265
485	0.4313622123
486	0.4312008256
487	0.431106207
488	0.4310920612
489	0.4309894006
490	0.4309571645
491	0.4308688345
492	0.4306949197
493	0.4305698133
494	0.4304737828
495	0.4304438877
496	0.4304118189
497	0.4303914026
498	0.4302898627
499	0.4301028173
500	0.4300897981
501	0.4300007184
502	0.4299028624
503	0.4297935476
504	0.4296857883
505	0.4295883125
506	0.4295807727
507	0.429532656
508	0.4294079109
509	0.4293990292
510	0.4292706817
511	0.4291867208
512	0.4291074658
513	0.4290501303
514	0.4289284108
515	0.4288618529
516	0.4287814737
517	0.4286708609
518	0.4285812258
519	0.4284622949
520	0.4283508008
521	0.4282403972
522	0.4281894639
523	0.4280723696
524	0.4279596914
525	0.4278286428
526	0.4277504023
527	0.4276605312
528	0.4275659496
529	0.4274511844
530	0.4272774128
531	0.4271632317
532	0.427091318
533	0.4270178949
534	0.4269149314
535	0.4267626524
536	0.4266522569
537	0.4265233272
538	0.4264198721
539	0.4263538594
540	0.4262498696
541	0.4262224097
542	0.4261880018
543	0.4261122009
544	0.4259800806
545	0.425905263
546	0.4258948506
547	0.4257833017
548	0.4256226444
549	0.4255174599
550	0.4254824503
551	0.4254754678
552	0.4253310239
553	0.425149773
554	0.4251216154
555	0.4249569817
556	0.4248284858
557	0.4247642648
558	0.4247167453
559	0.424530825
560	0.424402765
561	0.4242714896
562	0.4241151864
563	0.4239839978
564	0.4238787963
565	0.4237955203
566	0.4237181447
567	0.4236327878
568	0.4234688908
569	0.4233267436
570	0.423263719
571	0.423216076
572	0.4232060527
573	0.423199225
574	0.4230816688
575	0.4229635643
576	0.4227708264
577	0.4226842887
578	0.4225959336
579	0.4224285413
580	0.4223006814
581	0.4222358902
582	0.4221330651
583	0.4220572165
584	0.4220504645
585	0.4219421966
586	0.4219124498
587	0.4218164976
588	0.4217035946
589	0.4216452439
590	0.4215621782
591	0.4215083853
592	0.4214407957
593	0.4213313683
594	0.4212467281
595	0.4212075816
596	0.4210532307
597	0.4209973372
598	0.4209353837
599	0.4208766561
600	0.4208594864
601	0.4207566248
602	0.4206315139
603	0.4205036155
604	0.4203876619
605	0.4202939881
606	0.4202102651
607	0.4200658022
608	0.4199408869
609	0.4198520601
610	0.4197385665
611	0.4196655917
612	0.4195883508
613	0.4195790891
614	0.4194025907
615	0.4192940409
616	0.4191288958
617	0.4190159052
618	0.418868409
619	0.4187270287
620	0.4185898953
621	0.4185173278
622	0.4184732998
