iter	RMSE
422	0.4543147821
423	0.4542598062
424	0.454083089
425	0.454016688
426	0.4539702157
427	0.4538946886
428	0.4537985127
429	0.4536908728
430	0.4536457576
431	0.4535806317
432	0.4535540416
433	0.4534886012
434	0.4534190044
435	0.4533643831
436	0.4532926462
437	0.4532386995
438	0.4531511663
439	0.4530729533
440	0.4529918766
441	0.452920199
442	0.4528586509
443	0.4527730869
444	0.4527164882
445	0.4526410805
446	0.4525414004
447	0.4524833959
448	0.4524068225
449	0.4523663794
450	0.4523377318
451	0.4522311729
452	0.4521890939
453	0.4521642785
454	0.452124724
455	0.4520881912
456	0.4519881425
457	0.4519192481
458	0.4518142547
459	0.4517362396
460	0.4516660079
461	0.4515979426
462	0.4515185096
463	0.451434304
464	0.4513717277
465	0.4513256998
466	0.4512782975
467	0.4512381943
468	0.4512067584
469	0.4511521925
470	0.4511159438
471	0.4510702705
472	0.4510400114
473	0.4509871023
474	0.4509370027
475	0.4508560457
476	0.4507841636
477	0.4507253777
478	0.4506825329
479	0.4505777673
480	0.4505183083
481	0.4504369424
482	0.450408813
483	0.4503364125
484	0.4502356998
485	0.4501628332
486	0.4500653576
487	0.4499939865
488	0.4499129447
489	0.4498043373
490	0.4497214864
491	0.449664067
492	0.4495804114
493	0.4495057818
494	0.4494412401
495	0.4493800293
496	0.4493180893
497	0.4492472851
498	0.4491679805
499	0.449099221
500	0.4490524825
501	0.4489929908
502	0.4489616792
503	0.4488732523
504	0.4488267325
505	0.4487538709
506	0.4486685375
507	0.4485672245
508	0.4484870845
509	0.4484012406
510	0.4483038968
511	0.4482412615
512	0.4481714034
513	0.4481106481
514	0.4480533898
515	0.4479901518
516	0.4479364541
517	0.4478662376
518	0.4478017204
519	0.4477729199
520	0.4477077971
521	0.4476495065
522	0.4475983382
523	0.4475242995
524	0.4474505427
525	0.4474079028
526	0.4473624585
527	0.4472822363
528	0.4472187594
529	0.4471849689
530	0.4470861589
531	0.4470414816
532	0.4469804149
533	0.4469079039
534	0.4468482733
535	0.4467605724
536	0.4466990152
537	0.4466301169
538	0.4465797333
539	0.4465213284
540	0.4464897749
541	0.4463940941
542	0.4463279243
543	0.4462296859
544	0.4461757027
545	0.4460852489
546	0.4460302915
547	0.4459283968
548	0.4458721604
549	0.4457684744
550	0.4457255362
551	0.4456386977
552	0.4455830893
553	0.445528716
554	0.4454792299
555	0.4454330944
556	0.4453931848
557	0.4453539605
558	0.4453210435
559	0.4452839303
560	0.4451968898
561	0.4451354368
562	0.4450653643
563	0.4450198445
564	0.4449453833
565	0.4448531041
566	0.4448361148
567	0.4447777876
568	0.4447313288
569	0.444664565
570	0.444623673
571	0.4446062135
572	0.4445640022
573	0.4445218445
574	0.444444234
575	0.4443343563
576	0.4443068254
577	0.4442428964
578	0.4442019495
579	0.4441613015
580	0.4441216766
581	0.4440529445
582	0.4440135352
583	0.4439359054
584	0.4438818931
585	0.4438145722
586	0.4437631707
587	0.4436910013
588	0.443618935
589	0.4435565956
590	0.443528519
591	0.4434128047
592	0.4433403333
593	0.443303304
594	0.443267711
595	0.4431785932
596	0.4431356201
597	0.4430676418
598	0.4430273328
599	0.4429211416
600	0.4428760367
601	0.4428243079
602	0.442747216
603	0.4427141298
604	0.4426313758
605	0.4425742284
606	0.4425604031
607	0.442488415
608	0.4424406212
609	0.4423787569
610	0.4422891612
611	0.4422313149
612	0.4421832895
613	0.4421297941
614	0.4420169216
615	0.4419634082
616	0.441926004
617	0.4418326909
618	0.4417533983
619	0.4416915701
620	0.4416264184
621	0.4415472634
622	0.4415005332
623	0.4414544897
624	0.441396408
625	0.4413302888
626	0.4412892674
627	0.4412454841
628	0.4411797195
629	0.4411451429
630	0.4411031614
631	0.4410527242
632	0.4409941839
633	0.440885133
634	0.4408398243
635	0.4407464624
636	0.440676428
637	0.4406057823
638	0.4405643249
639	0.4404704542
640	0.4403832212
641	0.4403172791
642	0.4402142732
643	0.4401583926
644	0.4400329371
645	0.4399622884
646	0.4398966756
647	0.4398217158
648	0.4397254661
649	0.4396428335
650	0.4395975347
651	0.4395391654
652	0.4394364095
653	0.4393660703
654	0.4392771541
655	0.4391691125
656	0.4391208022
657	0.439053868
658	0.4389967974
659	0.4389568864
660	0.4389102801
661	0.4388330678
662	0.438783806
663	0.4387031878
664	0.4386596112
665	0.438561611
666	0.4385049018
667	0.438427988
668	0.4383506391
669	0.438251108
670	0.4381887588
671	0.4381055221
672	0.4380036074
673	0.4379566828
674	0.4378929832
675	0.4377988725
676	0.4377357661
677	0.4377043232
678	0.4376286083
679	0.4375833848
680	0.4374654626
681	0.4374142515
682	0.4373145363
683	0.4372404305
684	0.4371966095
685	0.4370870086
686	0.4370267755
687	0.4369520172
688	0.4368511396
689	0.4367653022
690	0.4367086735
691	0.4366658116
692	0.4366293642
693	0.4365705771
694	0.4365229989
695	0.4364807841
696	0.4364247339
697	0.4363642496
698	0.4362606247
699	0.4362113589
700	0.4361494062
701	0.4361030259
702	0.4360217082
703	0.4359563976
704	0.4358995695
705	0.435862687
706	0.4357932556
707	0.4357373243
708	0.4356742486
709	0.4356263254
710	0.4355176552
711	0.4354629863
712	0.4353117011
713	0.4352520248
714	0.435178442
715	0.4351178171
716	0.4350440052
717	0.4350093284
718	0.4349360875
719	0.4348906296
720	0.4348214987
721	0.4347291696
722	0.4346312651
723	0.4345878681
724	0.4345496967
725	0.4344659392
726	0.4344267379
727	0.4343584851
728	0.4342662962
729	0.4342279933
730	0.4341728684
731	0.4340965339
732	0.4340512303
733	0.4339679002
734	0.433915223
735	0.4338483783
736	0.4337855503
737	0.433715652
738	0.4336542144
739	0.43355941
740	0.4334826465
741	0.4334256976
742	0.4333140308
743	0.4332011902
744	0.4331365703
745	0.4330699547
746	0.433033453
747	0.4329400093
748	0.4328568563
749	0.4328131107
750	0.4327446485
751	0.4326742672
752	0.4326353737
753	0.4325660125
754	0.4324698051
755	0.4323813643
756	0.4323167853
757	0.4322521144
758	0.4322162916
759	0.4321453885
760	0.43206359
761	0.4319826325
762	0.431905095
763	0.4318116245
764	0.4317312847
765	0.4316315884
766	0.43154139
767	0.4314802566
768	0.431441492
769	0.4313651364
770	0.4312840618
771	0.4311874401
772	0.4311042015
773	0.43105478
774	0.4309954792
775	0.4309294414
776	0.4308441579
777	0.4307713471
778	0.4306918976
779	0.4305945726
780	0.4304646013
781	0.4303989433
782	0.430343176
783	0.4302701475
784	0.4301892043
785	0.4301453743
786	0.4300759278
787	0.4299779673
788	0.4299270309
789	0.4298120602
790	0.429772549
791	0.4296990004
792	0.4296325654
793	0.4294756987
794	0.4293871792
795	0.429268386
796	0.4291407018
797	0.4290793144
798	0.4290252494
799	0.4289758445
800	0.428928777
801	0.4288599836
802	0.428783617
803	0.4287200835
804	0.4286609328
805	0.4285953426
806	0.4285427118
807	0.428476778
808	0.4283974415
809	0.4283170437
810	0.4282592843
811	0.4281713763
812	0.4281154467
813	0.4280578153
814	0.4279971815
815	0.4279360556
816	0.4278592432
817	0.4277888035
818	0.4277173077
819	0.4276365201
820	0.4275691816
821	0.427523727
822	0.4274640912
823	0.4273825347
824	0.4273103303
825	0.427232149
826	0.4271765288
827	0.4270788515
828	0.4269926886
829	0.4269192634
830	0.4268560416
831	0.4267755141
832	0.426672865
833	0.4265619317
834	0.4264976571
835	0.4264272176
836	0.4263223807
837	0.4262346572
838	0.4261794981
839	0.4260720027
840	0.4259482492
841	0.4258555081
842	0.4257596766
843	0.425712563
844	0.4256461188
845	0.4255245783
846	0.4254700349
847	0.4254170023
848	0.4253301486
849	0.4252810209
850	0.4251419098
851	0.4250305966
852	0.4249855972
853	0.4249051716
854	0.4248370098
855	0.4247386294
856	0.4246047551
857	0.4245380692
858	0.4244682749
859	0.4244246766
860	0.4243807999
861	0.42430302
862	0.4242604082
863	0.4242087754
864	0.4240722539
865	0.4240235645
866	0.42398646
867	0.4239412668
868	0.4238558287
869	0.4237959402
870	0.4237026733
871	0.4236050242
872	0.4235086729
873	0.4234300271
874	0.4233722076
875	0.4232728035
876	0.4231863386
877	0.4231069376
878	0.4230314627
879	0.4229475365
880	0.4228802759
881	0.4227978621
882	0.4227198036
883	0.4226413477
884	0.422572159
885	0.4224887758
886	0.4223877659
887	0.4223067228
888	0.4222198959
889	0.4221159879
890	0.4220421661
891	0.4219767005
892	0.4218686278
893	0.4217977182
894	0.4216904462
895	0.421626372
896	0.4215390084
897	0.4214627497
898	0.4214132529
899	0.4213506929
900	0.4212484629
901	0.4211966339
902	0.4211099263
903	0.4210294878
904	0.4209376602
905	0.4208299407
906	0.4207928886
907	0.4207469731
908	0.4206330496
909	0.4205696415
910	0.4205127445
911	0.4204146214
912	0.420375592
913	0.4202855204
914	0.4202356617
915	0.4201433007
916	0.4200734346
917	0.4199789496
918	0.4199064485
919	0.4198320637
920	0.4197590778
921	0.4196551949
922	0.4195847475
923	0.4195126747
924	0.4194418582
925	0.4193403916
926	0.419277357
927	0.4192265236
928	0.4191454858
929	0.4190787683
930	0.4190386509
931	0.4189302508
932	0.4188598917
933	0.4187575397
934	0.4186794119
935	0.4186354664
936	0.4185765577
937	0.4184786525
938	0.4183958959
939	0.4183087521
940	0.4182499473
941	0.4181952529
942	0.4181275713
943	0.4180663256
944	0.4179530617
945	0.417818387
946	0.4177807232
947	0.4176454173
948	0.4176025557
949	0.4175486133
950	0.4174457287
951	0.4173288528
952	0.4172647321
953	0.4171566023
954	0.4170862256
955	0.4170062835
956	0.4169394866
957	0.4168803279
958	0.4168205772
959	0.4167276713
960	0.4166044915
961	0.416531968
962	0.4164468685
963	0.4163556838
964	0.4162784829
965	0.4162235092
966	0.4161204614
967	0.4160197443
968	0.4159653317
969	0.415887029
970	0.4158096769
971	0.415722877
972	0.4156234412
973	0.4155731138
974	0.4155407116
975	0.4154419771
976	0.4153922347
977	0.415302059
978	0.4152096298
979	0.4151368763
980	0.4151038229
981	0.4150497973
982	0.4149655406
983	0.4148433163
984	0.4147115051
985	0.4145694391
986	0.4144751756
987	0.4143953031
988	0.414257378
989	0.4141671679
990	0.4141346846
991	0.4140616612
992	0.4139454099
993	0.4138086764
994	0.4137424872
995	0.4136467785
996	0.4135473979
997	0.4134605519
998	0.4133889466
999	0.4132892261
1000	0.413212967
1001	0.4131215689
1002	0.4130051471
1003	0.4129342156
1004	0.412886203
1005	0.4128127958
1006	0.4127366476
1007	0.4126150814
1008	0.4125452443
1009	0.4125076007
1010	0.4123905826
1011	0.4122963059
1012	0.4122141877
1013	0.412129983
1014	0.4120570304
1015	0.4119636548
1016	0.4119147358
1017	0.411819628
1018	0.4116994201
1019	0.411608
1020	0.4115845889
1021	0.4114574184
1022	0.4113364253
1023	0.4112603705
1024	0.4111984512
1025	0.4111574385
1026	0.4110759894
1027	0.4109867127
1028	0.4109107377
1029	0.4108426671
1030	0.410776894
1031	0.4107140993
1032	0.4106679772
1033	0.4106291136
1034	0.4105439483
1035	0.4104410938
1036	0.410373835
1037	0.4103189037
1038	0.4102636076
1039	0.4102208658
1040	0.4101498713
1041	0.4100939586
1042	0.4099798503
1043	0.4099086992
1044	0.4097726781
1045	0.4097116884
1046	0.4096557407
1047	0.4095441414
1048	0.4094551756
1049	0.4093791083
1050	0.409252037
1051	0.4091447753
1052	0.4090463066
1053	0.4089910123
1054	0.4089348956
1055	0.4087969807
1056	0.4087588024
1057	0.4086967606
1058	0.4086167772
1059	0.4085454008
1060	0.4084553702
1061	0.408355647
1062	0.4082975715
1063	0.4081653368
1064	0.4080846501
1065	0.4080196671
1066	0.4079204825
1067	0.4078642845
1068	0.4077943501
1069	0.4077084604
1070	0.4076455013
1071	0.4075802691
1072	0.4075683288
1073	0.4075023799
1074	0.4074305075
1075	0.4073455202
1076	0.4072486166
1077	0.4071372122
1078	0.4070804674
1079	0.4069517835
1080	0.406913021
1081	0.4068190312
1082	0.4066935362
1083	0.4066408601
1084	0.4065697577
1085	0.4065093394
1086	0.4064044814
1087	0.406326402
1088	0.4062619274
1089	0.4061742436
1090	0.4061107767
1091	0.4060589089
1092	0.4060034039
1093	0.4058989008
1094	0.4058433379
1095	0.4057687569
1096	0.4056805425
1097	0.4056058317
1098	0.4054872586
1099	0.4054115529
1100	0.4053618371
1101	0.4052671748
1102	0.4052052395
1103	0.4051142384
1104	0.4049822797
1105	0.4048919301
1106	0.4047635945
1107	0.4047004984
1108	0.404633021
1109	0.4045939744
1110	0.4045306693
1111	0.4044425028
1112	0.404365511
1113	0.4043311002
1114	0.4042826495
1115	0.4042716254
1116	0.4041986555
1117	0.4040783159
1118	0.4039913806
1119	0.403873233
1120	0.4038249458
1121	0.403772824
1122	0.4036623988
1123	0.4035981834
1124	0.4035096398
1125	0.4034484123
1126	0.4033761211
1127	0.4033032991
1128	0.4032480273
1129	0.40318861
1130	0.4030785899
1131	0.4030194754
1132	0.4029595808
1133	0.4029025098
1134	0.4028106506
1135	0.4027628279
1136	0.4027294988
1137	0.4026535396
1138	0.4025918455
1139	0.4024726716
1140	0.402361397
1141	0.4022451562
1142	0.4021636982
1143	0.4020982626
1144	0.4020168653
1145	0.4019422107
1146	0.4018932913
1147	0.401857583
1148	0.401822613
1149	0.4017503177
1150	0.4016731085
1151	0.4016210945
1152	0.4015476527
1153	0.4014984124
1154	0.401426275
1155	0.4013565147
1156	0.4012967934
1157	0.401206831
1158	0.4011003699
1159	0.4010077766
1160	0.4009197498
1161	0.4008611825
1162	0.40076471
1163	0.4007256917
1164	0.4006561098
1165	0.4005714707
1166	0.4005175458
1167	0.4004273148
1168	0.4003944848
1169	0.4003343865
1170	0.4002878165
1171	0.4001826908
1172	0.4000816139
1173	0.3999794953
1174	0.3999347778
1175	0.3998324409
1176	0.3997442582
1177	0.3996716855
1178	0.3995971498
1179	0.3995131887
1180	0.3994442282
1181	0.3993923141
1182	0.3993290451
1183	0.3992320741
1184	0.3991835207
1185	0.3991380765
1186	0.3991001765
1187	0.3990672798
1188	0.3989527303
1189	0.3988685624
1190	0.3987736434
1191	0.3986778716
1192	0.3985506116
1193	0.3984580111
1194	0.3983413472
1195	0.3982825684
1196	0.3981791884
1197	0.3981207733
1198	0.3980702975
1199	0.3980135519
1200	0.39794286
1201	0.397835542
1202	0.3977447062
1203	0.3976706497
1204	0.3975547709
1205	0.3974461482
1206	0.3973595895
1207	0.3972727753
1208	0.3972027998
1209	0.3971425424
1210	0.3970279328
1211	0.396957465
1212	0.3968707747
1213	0.3967788304
1214	0.3966843131
1215	0.3966147246
1216	0.3965237845
1217	0.3964667508
1218	0.3964307801
1219	0.3963479066
1220	0.396282303
1221	0.3962078595
1222	0.3961636581
1223	0.3960732743
1224	0.3960079942
1225	0.395912699
1226	0.3958518433
1227	0.3957244743
1228	0.3956582316
1229	0.3955947354
1230	0.3955106358
1231	0.3954082227
1232	0.395329839
1233	0.3952607384
1234	0.3952259848
1235	0.3951195672
1236	0.3950593324
1237	0.394988978
1238	0.3949600607
1239	0.3949434536
1240	0.3948401373
1241	0.3947759593
1242	0.3947127378
1243	0.3946242074
1244	0.3945240742
1245	0.3944124175
1246	0.3943504482
1247	0.3942941731
1248	0.3942488263
1249	0.394210678
1250	0.3941583609
1251	0.3940897803
1252	0.3939906794
1253	0.3939158804
1254	0.3938811199
1255	0.3937648982
1256	0.3936862711
1257	0.3935992998
1258	0.3935447204
1259	0.3934412763
1260	0.3933618814
1261	0.3932768443
1262	0.3931944093
1263	0.3930804801
1264	0.393008565
1265	0.3929033195
1266	0.3928823417
1267	0.3928513252
1268	0.3928203415
1269	0.3927940213
1270	0.392708687
1271	0.392639759
1272	0.3925539443
1273	0.3925103852
1274	0.3924077576
1275	0.3923530682
1276	0.3922416853
1277	0.3921930133
1278	0.3921027945
1279	0.3920602238
1280	0.3920019495
1281	0.3919067982
1282	0.3918467807
1283	0.3917832107
1284	0.3917245106
1285	0.3916676344
1286	0.391597595
1287	0.3914781187
1288	0.3914454735
1289	0.3913907287
1290	0.3912789278
1291	0.3911960778
1292	0.3911500652
1293	0.391095563
1294	0.3910440527
1295	0.3909652732
1296	0.3908895359
1297	0.390827538
1298	0.3907733281
1299	0.3907344188
1300	0.3906208065
1301	0.3905742907
1302	0.3904987813
1303	0.3904368474
1304	0.3903663203
1305	0.3902649348
1306	0.3902146529
1307	0.3900922373
1308	0.3900092523
1309	0.3899550955
1310	0.3898887765
1311	0.3898306754
